LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
V000029,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000017,,,,,,,,,L,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000106,VND00000106,10.0,21.0,30.0,Info Record Material 106,Material Description 106,1.0,1.0,M,SN0000000106,ISO,SALES03,66.0,45308.31,3000.0,0.0,38366.31,1.0,KG,20240216.0,2.0,I0,5.6,4.5,4448.183,26.855
V000016,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,USD,,DAP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000015,,,,,,,,,L,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000107,VND00000107,10.0,14.0,30.0,Info Record Material 107,Material Description 107,1.0,1.0,KG,SN0000000107,JIS,SALES02,21.0,19458.51,3000.0,0.0,4527.95,1.0,M,20251024.0,2.0,V1,5.0,0.0,1697.333,40.27
V000002,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,INR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000018,,,,,,,,,L,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000108,VND00000108,7.0,28.0,28.0,Info Record Material 108,Material Description 108,1.0,1.0,L,SN0000000108,DIN,SALES06,38.0,30610.6,3000.0,0.0,25297.62,1.0,L,20250628.0,10.0,I0,1.4,2.0,3494.928,18.845
V000025,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,INR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000025,,,,,,,,,EA,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000109,VND00000109,10.0,21.0,30.0,Info Record Material 109,Material Description 109,1.0,1.0,L,SN0000000109,ISO,SALES06,42.0,36333.26,1000.0,0.0,39030.84,1.0,EA,20230505.0,2.0,I1,8.7,1.0,660.948,34.359
V000003,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,EUR,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000036,,,,,,,,,EA,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000110,VND00000110,10.0,14.0,45.0,Info Record Material 110,Material Description 110,1.0,1.0,EA,SN0000000110,DIN,SALES03,53.0,4241.27,2000.0,0.0,41491.97,1.0,L,20241118.0,2.0,V0,7.2,4.7,4468.866,28.113
V000006,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000011,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000111,VND00000111,7.0,14.0,45.0,Info Record Material 111,Material Description 111,1.0,1.0,KG,SN0000000111,JIS,SALES05,30.0,29419.59,1000.0,0.0,45917.11,1.0,EA,20241202.0,1.0,I1,6.5,2.8,3726.14,29.151
V000008,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,EUR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000049,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000112,VND00000112,7.0,21.0,45.0,Info Record Material 112,Material Description 112,1.0,1.0,L,SN0000000112,JIS,SALES04,58.0,37795.89,1000.0,0.0,18404.71,1.0,PC,20240510.0,1.0,I0,3.1,4.1,1238.939,39.05
V000016,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,3000.0,EUR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000059,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000113,VND00000113,10.0,14.0,30.0,Info Record Material 113,Material Description 113,1.0,1.0,PC,SN0000000113,JIS,SALES05,42.0,25100.45,3000.0,0.0,49058.29,1.0,M,20251128.0,10.0,V0,8.2,5.0,3142.901,11.47
V000010,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,3000.0,INR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000011,,,,,,,,,M,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000114,VND00000114,14.0,14.0,45.0,Info Record Material 114,Material Description 114,1.0,1.0,PC,SN0000000114,DIN,SALES02,77.0,49107.42,2000.0,0.0,12771.62,1.0,KG,20230322.0,10.0,I0,7.0,3.5,4275.001,17.366
V000025,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,USD,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000057,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000115,VND00000115,10.0,28.0,45.0,Info Record Material 115,Material Description 115,1.0,1.0,KG,SN0000000115,ISO,SALES06,37.0,30215.93,1000.0,0.0,41986.39,1.0,EA,20241111.0,2.0,V0,5.7,1.1,3298.522,15.513
V000021,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,EUR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000056,,,,,,,,,EA,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000116,VND00000116,14.0,21.0,30.0,Info Record Material 116,Material Description 116,1.0,1.0,PC,SN0000000116,ISO,SALES03,9.0,17262.39,1000.0,0.0,35245.24,1.0,PC,20230902.0,1.0,V0,6.0,0.4,2675.123,1.595
V000035,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,USD,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000039,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000117,VND00000117,10.0,28.0,28.0,Info Record Material 117,Material Description 117,1.0,1.0,PC,SN0000000117,ANSI,SALES02,68.0,22666.61,3000.0,0.0,44968.18,1.0,L,20250602.0,10.0,V1,3.5,3.7,2799.865,21.731
V000021,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,EUR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000058,,,,,,,,,PC,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000118,VND00000118,14.0,14.0,28.0,Info Record Material 118,Material Description 118,1.0,1.0,PC,SN0000000118,DIN,SALES04,54.0,22858.37,1000.0,0.0,22253.8,1.0,EA,20250315.0,3.0,I0,8.5,0.7,875.838,5.822
V000040,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000041,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000119,VND00000119,10.0,28.0,30.0,Info Record Material 119,Material Description 119,1.0,1.0,KG,SN0000000119,ISO,SALES03,49.0,28270.82,2000.0,0.0,38168.53,1.0,PC,20241006.0,10.0,V0,0.6,3.3,2226.639,33.631
V000010,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,EUR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000032,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000120,VND00000120,7.0,14.0,45.0,Info Record Material 120,Material Description 120,1.0,1.0,L,SN0000000120,ISO,SALES01,69.0,6621.86,1000.0,0.0,24709.54,1.0,PC,20240321.0,20.0,V2,7.1,0.5,507.62,29.815
V000034,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,1000.0,EUR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000027,,,,,,,,,EA,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000121,VND00000121,14.0,21.0,28.0,Info Record Material 121,Material Description 121,1.0,1.0,M,SN0000000121,JIS,SALES05,2.0,5529.17,3000.0,0.0,5232.91,1.0,PC,20230505.0,3.0,V0,8.9,4.6,2446.64,1.795
V000027,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,USD,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000039,,,,,,,,,EA,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000122,VND00000122,10.0,21.0,28.0,Info Record Material 122,Material Description 122,1.0,1.0,PC,SN0000000122,ISO,SALES03,66.0,39797.95,1000.0,0.0,39647.71,1.0,PC,20240317.0,2.0,V1,2.2,0.9,1188.602,44.034
V000040,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,INR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000050,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000123,VND00000123,10.0,21.0,28.0,Info Record Material 123,Material Description 123,1.0,1.0,M,SN0000000123,ANSI,SALES06,33.0,12043.31,1000.0,0.0,30400.42,1.0,L,20230525.0,10.0,V0,4.3,0.3,3523.221,41.184
V000004,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,INR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000031,,,,,,,,,KG,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000124,VND00000124,7.0,28.0,30.0,Info Record Material 124,Material Description 124,1.0,1.0,EA,SN0000000124,ISO,SALES07,29.0,14750.48,1000.0,0.0,17936.95,1.0,L,20230419.0,3.0,I0,8.8,1.1,713.45,44.604
V000027,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000032,,,,,,,,,PC,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000125,VND00000125,14.0,28.0,28.0,Info Record Material 125,Material Description 125,1.0,1.0,L,SN0000000125,JIS,SALES07,23.0,33713.15,3000.0,0.0,29538.23,1.0,L,20240626.0,3.0,V1,8.3,0.7,1702.736,32.404
V000020,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,EUR,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000049,,,,,,,,,PC,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000126,VND00000126,14.0,14.0,28.0,Info Record Material 126,Material Description 126,1.0,1.0,EA,SN0000000126,ISO,SALES10,60.0,28224.11,1000.0,0.0,17737.41,1.0,M,20251010.0,3.0,V1,0.3,1.5,538.631,41.534
V000032,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,USD,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000035,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000127,VND00000127,14.0,21.0,30.0,Info Record Material 127,Material Description 127,1.0,1.0,EA,SN0000000127,JIS,SALES05,77.0,27675.8,2000.0,0.0,19229.17,1.0,PC,20231117.0,2.0,V0,9.8,3.2,4584.605,37.763
V000005,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000008,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000128,VND00000128,7.0,28.0,30.0,Info Record Material 128,Material Description 128,1.0,1.0,KG,SN0000000128,ISO,SALES01,74.0,32128.1,3000.0,0.0,49624.53,1.0,M,20250607.0,20.0,I0,1.1,0.7,4276.7,11.036
V000018,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,EUR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000032,,,,,,,,,KG,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000129,VND00000129,14.0,14.0,30.0,Info Record Material 129,Material Description 129,1.0,1.0,M,SN0000000129,,SALES09,75.0,28031.59,1000.0,0.0,48017.84,1.0,EA,20251218.0,10.0,I1,7.4,0.8,1166.102,20.678
V000023,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000056,,,,,,,,,PC,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000130,VND00000130,14.0,28.0,28.0,Info Record Material 130,Material Description 130,1.0,1.0,M,SN0000000130,,SALES02,29.0,14516.35,2000.0,0.0,3962.63,1.0,L,20250120.0,20.0,V2,2.5,2.6,3334.291,12.429
V000036,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,EUR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000013,,,,,,,,,EA,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000131,VND00000131,10.0,14.0,28.0,Info Record Material 131,Material Description 131,1.0,1.0,M,SN0000000131,ISO,SALES06,41.0,30770.5,3000.0,0.0,11783.54,1.0,EA,20250219.0,20.0,I0,6.2,3.4,3232.7,3.738
V000032,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000045,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000132,VND00000132,10.0,28.0,30.0,Info Record Material 132,Material Description 132,1.0,1.0,L,SN0000000132,ISO,SALES01,42.0,14791.62,2000.0,0.0,2352.77,1.0,EA,20251014.0,20.0,I0,9.2,1.2,4414.479,44.449
V000004,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,INR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000044,,,,,,,,,L,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000133,VND00000133,7.0,28.0,45.0,Info Record Material 133,Material Description 133,1.0,1.0,M,SN0000000133,ISO,SALES10,11.0,22767.59,1000.0,0.0,16899.99,1.0,M,20241012.0,3.0,V0,6.0,4.2,2553.858,46.66
V000026,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,2000.0,EUR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000020,,,,,,,,,KG,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000134,VND00000134,14.0,28.0,30.0,Info Record Material 134,Material Description 134,1.0,1.0,PC,SN0000000134,ANSI,SALES01,31.0,14464.4,2000.0,0.0,2150.34,1.0,L,20231007.0,10.0,V1,1.0,1.0,4178.962,43.484
V000009,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,INR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000016,,,,,,,,,M,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000135,VND00000135,10.0,21.0,28.0,Info Record Material 135,Material Description 135,1.0,1.0,EA,SN0000000135,,SALES06,19.0,19325.25,3000.0,0.0,28509.17,1.0,EA,20230702.0,1.0,I1,9.3,4.3,2771.837,35.945
V000039,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,USD,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000012,,,,,,,,,KG,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000136,VND00000136,7.0,21.0,28.0,Info Record Material 136,Material Description 136,1.0,1.0,M,SN0000000136,JIS,SALES08,23.0,7329.7,1000.0,0.0,22492.8,1.0,KG,20241112.0,1.0,V1,7.7,4.7,2992.927,14.659
V000034,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,INR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000004,,,,,,,,,PC,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000137,VND00000137,14.0,28.0,30.0,Info Record Material 137,Material Description 137,1.0,1.0,PC,SN0000000137,JIS,SALES05,61.0,8472.97,3000.0,0.0,27883.72,1.0,EA,20240623.0,2.0,I1,6.4,2.3,829.923,23.935
V000012,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,INR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000056,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000138,VND00000138,7.0,14.0,45.0,Info Record Material 138,Material Description 138,1.0,1.0,PC,SN0000000138,DIN,SALES05,27.0,20298.78,1000.0,0.0,45979.99,1.0,EA,20230626.0,1.0,V1,4.7,0.6,892.832,29.484
V000021,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,INR,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000058,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000139,VND00000139,14.0,14.0,45.0,Info Record Material 139,Material Description 139,1.0,1.0,PC,SN0000000139,ISO,SALES03,68.0,10761.64,3000.0,0.0,13965.88,1.0,EA,20230904.0,3.0,V0,2.5,2.6,488.948,11.753
V000017,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000054,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000140,VND00000140,10.0,21.0,28.0,Info Record Material 140,Material Description 140,1.0,1.0,M,SN0000000140,ANSI,SALES03,56.0,30746.12,1000.0,0.0,610.37,1.0,PC,20240927.0,2.0,V1,3.3,5.0,2354.728,13.459
V000025,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,INR,,DAP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000028,,,,,,,,,PC,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000141,VND00000141,14.0,21.0,45.0,Info Record Material 141,Material Description 141,1.0,1.0,L,SN0000000141,,SALES10,34.0,5933.29,3000.0,0.0,27070.6,1.0,KG,20230323.0,10.0,I1,9.5,3.9,3331.488,9.735
V000003,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,INR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000042,,,,,,,,,L,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000142,VND00000142,14.0,21.0,45.0,Info Record Material 142,Material Description 142,1.0,1.0,L,SN0000000142,ANSI,SALES04,13.0,9574.19,1000.0,0.0,12614.96,1.0,L,20230408.0,20.0,V2,6.6,0.8,1436.809,6.931
V000030,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,3000.0,USD,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000003,,,,,,,,,L,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000143,VND00000143,14.0,28.0,45.0,Info Record Material 143,Material Description 143,1.0,1.0,PC,SN0000000143,DIN,SALES04,6.0,8869.38,1000.0,0.0,20572.15,1.0,M,20250927.0,10.0,I0,1.6,2.8,2807.303,17.895
V000017,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,EUR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000004,,,,,,,,,KG,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000144,VND00000144,14.0,14.0,30.0,Info Record Material 144,Material Description 144,1.0,1.0,PC,SN0000000144,JIS,SALES08,26.0,29340.81,1000.0,0.0,48935.68,1.0,PC,20250325.0,20.0,V1,7.8,4.3,422.997,24.376
V000021,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,USD,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000045,,,,,,,,,KG,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000145,VND00000145,7.0,21.0,28.0,Info Record Material 145,Material Description 145,1.0,1.0,L,SN0000000145,,SALES05,12.0,25619.77,3000.0,0.0,37725.16,1.0,KG,20241116.0,10.0,V0,1.7,4.6,1050.307,9.514
V000026,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,3000.0,EUR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000005,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000146,VND00000146,14.0,28.0,30.0,Info Record Material 146,Material Description 146,1.0,1.0,PC,SN0000000146,ISO,SALES10,64.0,15963.25,1000.0,0.0,49697.89,1.0,EA,20240713.0,3.0,V0,5.2,0.8,4019.055,34.431
V000018,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,INR,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000006,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000147,VND00000147,7.0,21.0,45.0,Info Record Material 147,Material Description 147,1.0,1.0,EA,SN0000000147,JIS,SALES01,18.0,15154.22,3000.0,0.0,28289.71,1.0,EA,20240325.0,10.0,V2,7.8,1.1,3581.953,9.361
V000007,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,2000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000029,,,,,,,,,L,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000148,VND00000148,14.0,14.0,28.0,Info Record Material 148,Material Description 148,1.0,1.0,KG,SN0000000148,ISO,SALES01,39.0,45185.77,1000.0,0.0,20554.87,1.0,PC,20241024.0,3.0,I1,4.0,4.3,3137.729,33.683
V000036,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000023,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000149,VND00000149,14.0,14.0,30.0,Info Record Material 149,Material Description 149,1.0,1.0,EA,SN0000000149,,SALES04,39.0,28765.42,3000.0,0.0,35645.06,1.0,L,20250315.0,1.0,V1,7.9,1.5,3624.461,37.23
V000019,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,EUR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000047,,,,,,,,,EA,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000150,VND00000150,7.0,21.0,28.0,Info Record Material 150,Material Description 150,1.0,1.0,L,SN0000000150,DIN,SALES10,2.0,39025.75,2000.0,0.0,6379.51,1.0,PC,20250124.0,1.0,V1,5.0,3.7,2399.374,42.802
V000025,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,INR,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000016,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000151,VND00000151,10.0,28.0,30.0,Info Record Material 151,Material Description 151,1.0,1.0,PC,SN0000000151,ISO,SALES01,31.0,38805.44,3000.0,0.0,8938.88,1.0,EA,20230506.0,10.0,V1,7.9,2.1,420.639,35.959
V000016,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,EUR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000027,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000152,VND00000152,10.0,14.0,28.0,Info Record Material 152,Material Description 152,1.0,1.0,EA,SN0000000152,,SALES09,46.0,44505.8,1000.0,0.0,7606.39,1.0,EA,20240711.0,2.0,V0,3.3,1.4,273.383,15.337
V000035,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000039,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000153,VND00000153,7.0,14.0,30.0,Info Record Material 153,Material Description 153,1.0,1.0,M,SN0000000153,DIN,SALES09,54.0,35627.89,1000.0,0.0,43451.75,1.0,PC,20241106.0,20.0,V1,4.5,2.1,1364.713,20.35
V000020,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000013,,,,,,,,,L,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000154,VND00000154,14.0,14.0,45.0,Info Record Material 154,Material Description 154,1.0,1.0,M,SN0000000154,ISO,SALES05,63.0,33392.63,3000.0,0.0,18032.4,1.0,L,20240316.0,10.0,I1,6.4,1.1,285.503,8.778
V000031,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000060,,,,,,,,,L,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000155,VND00000155,10.0,21.0,30.0,Info Record Material 155,Material Description 155,1.0,1.0,PC,SN0000000155,ISO,SALES07,49.0,3598.65,2000.0,0.0,40701.89,1.0,M,20240628.0,10.0,V0,0.4,0.4,1350.078,40.974
